item,title,genreLabel,boxofficeww,boxofficeusa,publicationdate,reviewscore,budget
http://www.wikidata.org/entity/Q739849,Critters 2: The Main Course,comedy horror,,3813293,1988-04-29T00:00:00Z,31%,4000000 USD
http://www.wikidata.org/entity/Q5611721,Grown Ups 2,buddy film,247000000,,,3/10,
http://www.wikidata.org/entity/Q2937646,Captain Phillips,survival film,218791811,107100855,2013-10-11T00:00:00Z,93%,55000000 USD
http://www.wikidata.org/entity/Q65768604,Thor: Love and Thunder,adventure film,760928081,343256830,2021-11-05T00:00:00Z,63%,250000000 USD
http://www.wikidata.org/entity/Q855222,Patriot Games,action film,,,1992-06-05T00:00:00Z,6.3/10,45000000 USD
http://www.wikidata.org/entity/Q855222,Patriot Games,action film,,,1992-06-05T00:00:00Z,73%,45000000 USD
http://www.wikidata.org/entity/Q624609,Arachnophobia,science fiction film,,53208180,1990-07-18T00:00:00Z,93%,22000000 USD
http://www.wikidata.org/entity/Q429969,Insomnia,thriller film,,,,7.7/10,46000000 USD
http://www.wikidata.org/entity/Q429969,Insomnia,thriller film,,,,92%,46000000 USD
http://www.wikidata.org/entity/Q918769,Extremely Loud and Incredibly Close,coming-of-age fiction,,,,45%,
http://www.wikidata.org/entity/Q309086,Licence to Kill,spy film,156167015,34667015,1989-07-14T00:00:00Z,79%,40000000 USD
http://www.wikidata.org/entity/Q327713,Men in Black 3,time-travel film,624026776,179020854,2012-05-25T00:00:00Z,6.1/10,225000000 USD
http://www.wikidata.org/entity/Q156394,What Women Want,science fiction film,,,,5.7/10,70000000 USD
http://www.wikidata.org/entity/Q719915,The Hobbit: The Desolation of Smaug,adventure film,958366855,258387334,2013-12-13T00:00:00Z,6.8/10,225000000 USD
http://www.wikidata.org/entity/Q1146552,Point Break,sport film,,,,69%,24000000 USD
http://www.wikidata.org/entity/Q21433535,The Girl on the Train,drama film,,,,5.3/10,45000000 USD
http://www.wikidata.org/entity/Q42051,Star Wars Episode III: Revenge of the Sith,space opera,850035635,380270577,2005-05-19T00:00:00Z,79%,113000000 USD
http://www.wikidata.org/entity/Q25136484,It,thriller film,700481748,328874981,2017-09-08T00:00:00Z,7.3/10,35000000 USD
http://www.wikidata.org/entity/Q25136484,It,thriller film,700481748,328874981,2017-09-08T00:00:00Z,86%,35000000 USD
http://www.wikidata.org/entity/Q874496,The Poseidon Adventure,action film,125000000,84563118,1972-12-13T00:00:00Z,6.9/10,4700000 USD
http://www.wikidata.org/entity/Q107724,Thunderball,action film,141200000,63595658,1965-12-22T00:00:00Z,85%,9000000 USD
http://www.wikidata.org/entity/Q780434,Hearts in Atlantis,drama film,,,,5.8/10,31000000 USD
http://www.wikidata.org/entity/Q851095,"Lock, Stock and Two Smoking Barrels",black comedy film,,,,6.8/10,800000 GBP
http://www.wikidata.org/entity/Q15046091,Cinderella,family film,542351353,,2015-03-13T00:00:00Z,7.2/10,95000000 USD
http://www.wikidata.org/entity/Q661833,Youngblood,teen film,,,,4.5/10,8000000 USD
http://www.wikidata.org/entity/Q483852,Mrs. Doubtfire,drama film,441300000,,1993-11-24T00:00:00Z,72%,
http://www.wikidata.org/entity/Q207130,The Last Samurai,ninja film,456758981,,,66%,140000000 AUD
http://www.wikidata.org/entity/Q17036671,What We Do in the Shadows,horror film,5886859,3469224,2015-02-13T00:00:00Z,96%,1600000 USD
http://www.wikidata.org/entity/Q158398,Iron Sky,action film,,,,4.4/10,7500000 EUR
http://www.wikidata.org/entity/Q1356402,Vertical Limit,thriller film,215700000,,,48%,
http://www.wikidata.org/entity/Q261759,Real Steel,mecha,299268508,85468508,2011-10-07T00:00:00Z,5.9/10,
http://www.wikidata.org/entity/Q720724,Babe,drama film,254100000,,,97%,
http://www.wikidata.org/entity/Q732960,Drive,crime film,78714970,35061555,2011-09-16T00:00:00Z,8.3/10,15000000 USD
http://www.wikidata.org/entity/Q11593,The Last Airbender,superhero film,319700000,,,5%,
http://www.wikidata.org/entity/Q1219310,National Lampoon's Vacation,comedy film,,,1983-07-29T00:00:00Z,7.3/10,15000000 USD
http://www.wikidata.org/entity/Q380996,Fast & Furious,action film,363200000,,,28%,
http://www.wikidata.org/entity/Q910887,Magic,horror film,,23800000,1978-11-08T00:00:00Z,6.8/10,7000000 USD
http://www.wikidata.org/entity/Q762877,Take Shelter,psychological thriller,,,2011-09-30T00:00:00Z,92%,4750000 USD
http://www.wikidata.org/entity/Q28393252,The Darkest Minds,science fiction film,,,2018-08-03T00:00:00Z,15%,34000000 USD
http://www.wikidata.org/entity/Q219155,Dawn of the Dead,action film,66000000,5100000,1979-04-13T00:00:00Z,8.6/10,650000 USD
http://www.wikidata.org/entity/Q320461,The Mummy Returns,action film,433013274,,,5.3/10,98000000 USD
http://www.wikidata.org/entity/Q156608,The Bourne Supremacy,film based on a novel,290835269,176241941,2004-07-23T00:00:00Z,7.2/10,75000000 USD
http://www.wikidata.org/entity/Q224069,The Island,action film,,,2005-07-22T00:00:00Z,40%,127000000 USD
http://www.wikidata.org/entity/Q691611,Serenity,comedy film,40445129,25514517,2005-09-30T00:00:00Z,7.2/10,39000000 USD
http://www.wikidata.org/entity/Q38685497,Free Guy,comedy film,,,2021-08-13T00:00:00Z,7/10,120000000 USD
http://www.wikidata.org/entity/Q649165,Being John Malkovich,comedy drama,,,,94%,
http://www.wikidata.org/entity/Q185888,The Social Network,drama film,,,,96%,40000000 USD
http://www.wikidata.org/entity/Q64151,Cruel Intentions,romance film,,,,5.3/10,
http://www.wikidata.org/entity/Q189330,The Dark Knight Rises,thriller film,1081169825,,2012-07-20T00:00:00Z,87%,250000000 USD
http://www.wikidata.org/entity/Q217182,Edward Scissorhands,horror film,86024005,56362352,1990-12-14T00:00:00Z,7.7/10,20000000 USD
http://www.wikidata.org/entity/Q221090,Children of Men,post-apocalyptic film,70595464,35552383,2007-01-05T00:00:00Z,92%,76000000 USD
http://www.wikidata.org/entity/Q17621678,Autobahn,crime film,,,,24%,29200000 USD
http://www.wikidata.org/entity/Q1347393,Rushmore,drama film,19080435,17105219,1998-12-11T00:00:00Z,90%,9000000 USD
http://www.wikidata.org/entity/Q855222,Patriot Games,spy film,,,1992-06-05T00:00:00Z,6.3/10,45000000 USD
http://www.wikidata.org/entity/Q855222,Patriot Games,spy film,,,1992-06-05T00:00:00Z,73%,45000000 USD
http://www.wikidata.org/entity/Q660950,Blue Velvet,drama film,8663268,8551228,1986-09-19T00:00:00Z,95%,6000000 USD
http://www.wikidata.org/entity/Q858467,Big,fantasy film,151927281,115227281,1988-06-03T00:00:00Z,97%,18000000 USD
http://www.wikidata.org/entity/Q192724,Iron Man,action film,585366247,,2008-05-02T00:00:00Z,94%,140000000 USD
http://www.wikidata.org/entity/Q170564,Terminator 2: Judgment Day,time-travel film,516950043,205881154,1991-07-03T00:00:00Z,8.5/10,102000000 USD
http://www.wikidata.org/entity/Q621587,Sucker Punch,thriller film,,,,4.2/10,82000000 USD
http://www.wikidata.org/entity/Q744551,Commando,thriller film,,,,69%,10000000 USD
http://www.wikidata.org/entity/Q1187607,Edge of Tomorrow,film based on literature,370500000,,2014-06-06T00:00:00Z,7.5/10,
http://www.wikidata.org/entity/Q56816969,Death on the Nile,crime film,137307235,45630104,2022-02-11T00:00:00Z,62%,90000000 USD
http://www.wikidata.org/entity/Q131390,300,action film,,,2007-03-09T00:00:00Z,6.1/10,65000000 USD
http://www.wikidata.org/entity/Q74643,Killer Joe,exploitation film,,,,6.9/10,10000000 USD
http://www.wikidata.org/entity/Q18199330,Fantastic Beasts and Where to Find Them,children's film,814037575,234037575,2016-11-18T00:00:00Z,6.8/10,180000000 USD
http://www.wikidata.org/entity/Q134773,Forrest Gump,drama film,678151134,330455270,1994-07-06T00:00:00Z,71%,55000000 USD
http://www.wikidata.org/entity/Q161687,Harry Potter and the Half-Blood Prince,fantasy film,933959197,302334374,2009-07-15T00:00:00Z,84%,250000000 USD
http://www.wikidata.org/entity/Q1347393,Rushmore,drama film,19080435,17105219,1998-12-11T00:00:00Z,8.2/10,9000000 USD
http://www.wikidata.org/entity/Q104374134,The Dry,crime film,,,,89%,
http://www.wikidata.org/entity/Q10307713,The Hunger Games: Mockingjay – Part 2,drama film,653428261,,2015-11-20T00:00:00Z,70%,160000000 USD
http://www.wikidata.org/entity/Q220713,American Pie,coming-of-age fiction,235500000,,1999-07-09T00:00:00Z,5.8/10,
http://www.wikidata.org/entity/Q220713,American Pie,coming-of-age fiction,235500000,,1999-07-09T00:00:00Z,61%,
http://www.wikidata.org/entity/Q170250,Bicentennial Man,drama film,,,,36%,100000000 USD
http://www.wikidata.org/entity/Q691611,Serenity,dystopian film,40445129,25514517,2005-09-30T00:00:00Z,7.2/10,39000000 USD
http://www.wikidata.org/entity/Q15209986,Chappie,action comedy film,,,2015-03-06T00:00:00Z,32%,49000000 USD
http://www.wikidata.org/entity/Q16354843,Still Alice,drama film,,,2015-01-16T00:00:00Z,7.4/10,
http://www.wikidata.org/entity/Q16354843,Still Alice,drama film,,,2015-01-16T00:00:00Z,85%,
http://www.wikidata.org/entity/Q586880,Vanishing Point,action film,,12442673,1971-03-11T00:00:00Z,6.2/10,1580000 USD
http://www.wikidata.org/entity/Q739849,Critters 2: The Main Course,comedy horror,,3813293,1988-04-29T00:00:00Z,4.2/10,4000000 USD
http://www.wikidata.org/entity/Q20649346,Gold,treasure hunt film,,,2016-12-30T00:00:00Z,5.2/10,20000000 USD
http://www.wikidata.org/entity/Q170564,Terminator 2: Judgment Day,time-travel film,516950043,205881154,1991-07-03T00:00:00Z,92%,102000000 USD
http://www.wikidata.org/entity/Q1051315,Cats & Dogs,buddy film,200700000,,,54%,
http://www.wikidata.org/entity/Q486239,Saw,horror film,,,,5.6/10,1200000 USD
http://www.wikidata.org/entity/Q4444,Wanted,action thriller,342463063,134508551,2008-06-27T00:00:00Z,71%,75000000 USD
http://www.wikidata.org/entity/Q819196,Mortal Kombat,martial arts film,122195920,70454098,1995-08-18T00:00:00Z,4.8/10,20000000 USD
http://www.wikidata.org/entity/Q3010512,Olympus Has Fallen,political thriller film,,,,5.4/10,70000000 USD
http://www.wikidata.org/entity/Q1059914,Death on the Nile,crime film,14568801,14560084,1978-09-29T00:00:00Z,76%,7920000 USD
http://www.wikidata.org/entity/Q719915,The Hobbit: The Desolation of Smaug,adventure film,958366855,258387334,2013-12-13T00:00:00Z,74%,225000000 USD
http://www.wikidata.org/entity/Q719915,The Hobbit: The Desolation of Smaug,adventure film,958366855,258387334,2013-12-13T00:00:00Z,75%,225000000 USD
http://www.wikidata.org/entity/Q465789,Breakdown,thriller film,,50159144,1997-05-02T00:00:00Z,7.2/10,36000000 USD
http://www.wikidata.org/entity/Q44491963,Day of the Dead: Bloodline,action film,,,,3/10,8000000 USD
http://www.wikidata.org/entity/Q780469,Yentl,musical film,,,,6.3/10,12000000 USD
http://www.wikidata.org/entity/Q27689100,Murder on the Orient Express,drama film,352789811,,2017-11-10T00:00:00Z,6.1/10,55000000 USD
http://www.wikidata.org/entity/Q222720,Fargo,crime film,60611975,24611975,1996-03-08T00:00:00Z,8.8/10,7000000 USD
http://www.wikidata.org/entity/Q153723,Inglourious Basterds,war film,321457747,120540719,2009-08-21T00:00:00Z,89%,70000000 USD
http://www.wikidata.org/entity/Q1434995,Primer,science fiction film,,,,6.6/10,7000 USD
http://www.wikidata.org/entity/Q18822138,Creed,drama film,173578883,109778883,2015-11-25T00:00:00Z,7.9/10,35000000 USD
http://www.wikidata.org/entity/Q868329,Colombiana,girls with guns,,,,27%,40000000 USD
http://www.wikidata.org/entity/Q64211112,Doctor Strange in the Multiverse of Madness,science fiction film,955775804,411331607,2021-11-05T00:00:00Z,74%,200000000 USD
http://www.wikidata.org/entity/Q27188178,Aladdin,family film,1050693953,294733136,2019-05-24T00:00:00Z,57%,183000000 USD
http://www.wikidata.org/entity/Q851095,"Lock, Stock and Two Smoking Barrels",black comedy film,,,,75%,800000 GBP
http://www.wikidata.org/entity/Q104213702,Mass,drama film,,,,8.1/10,300000 USD
http://www.wikidata.org/entity/Q42051,Star Wars Episode III: Revenge of the Sith,fantasy film,850035635,380270577,2005-05-19T00:00:00Z,79%,113000000 USD
http://www.wikidata.org/entity/Q108297,Spartacus,war film,,,1960-10-08T00:00:00Z,94%,12000000 USD
http://www.wikidata.org/entity/Q155559,He's Just Not That into You,comedy drama,,,,41%,40000000 USD
http://www.wikidata.org/entity/Q558795,Clue,crime film,,14643997,1985-12-13T00:00:00Z,66%,15000000 USD
http://www.wikidata.org/entity/Q18154625,Straight Outta Compton,biographical film,201600000,,,7.4/10,
http://www.wikidata.org/entity/Q48671199,Marriage Story,romance film,232737,,2019-12-06T00:00:00Z,8.8/10,18000000 USD
http://www.wikidata.org/entity/Q465227,The Village,mystery film,256700000,,2004-07-30T00:00:00Z,43%,
http://www.wikidata.org/entity/Q22665878,Thor: Ragnarok,fantasy film,853977126,315058289,2017-11-03T00:00:00Z,7.6/10,180000000 USD
http://www.wikidata.org/entity/Q913439,Brick,crime film,,,,7/10,475000 USD
http://www.wikidata.org/entity/Q65084732,Falling,drama film,,,,6.3/10,
http://www.wikidata.org/entity/Q65084732,Falling,drama film,,,,67%,
http://www.wikidata.org/entity/Q458852,Magnum Force,crime thriller,,,,6.7/10,
http://www.wikidata.org/entity/Q910887,Magic,horror film,,23800000,1978-11-08T00:00:00Z,86%,7000000 USD
http://www.wikidata.org/entity/Q14920425,Gone Girl,detective film,369330363,167767189,2014-10-03T00:00:00Z,88%,61000000 USD
http://www.wikidata.org/entity/Q60793308,Unplanned,drama fiction,,,2019-03-29T00:00:00Z,5.7/10,6000000 USD
http://www.wikidata.org/entity/Q3032397,Kites,drama film,,,2010-05-21T00:00:00Z,6.1/10,80000000 USD
http://www.wikidata.org/entity/Q56000996,Us,action film,255185482,175084580,2019-03-22T00:00:00Z,7.9/10,20000000 USD
http://www.wikidata.org/entity/Q1305299,Fathers' Day,comedy film,,,,4.2/10,
http://www.wikidata.org/entity/Q156394,What Women Want,science fiction film,,,,54%,70000000 USD
http://www.wikidata.org/entity/Q1474393,Spawn,adventure film,87840042,54870175,1997-08-01T00:00:00Z,3.9/10,40000000 USD
http://www.wikidata.org/entity/Q1243013,Friday the 13th Part III,horror film,,,,3.7/10,2250000 USD
http://www.wikidata.org/entity/Q4417561,Serena,romance film,,,,16%,30000000 USD
http://www.wikidata.org/entity/Q621529,Lady in the Water,drama film,,,,25%,70000000 USD
http://www.wikidata.org/entity/Q83495,The Matrix,science fiction film,467222728,172076928,1999-03-31T00:00:00Z,7.8/10,63000000 USD
http://www.wikidata.org/entity/Q571197,Tango & Cash,buddy cop film,,,,4.4/10,55000000 USD
http://www.wikidata.org/entity/Q64211112,Doctor Strange in the Multiverse of Madness,fantasy film,955775804,411331607,2021-11-05T00:00:00Z,6.5/10,200000000 USD
http://www.wikidata.org/entity/Q17893055,Magic Mike XXL,drama film,117813057,66013057,2015-07-01T00:00:00Z,6/10,14800000 USD
http://www.wikidata.org/entity/Q780469,Yentl,musical film,,,,65%,12000000 USD
http://www.wikidata.org/entity/Q19648591,The Divergent Series: Allegiant,romance film,179246868,66184051,2016-03-18T00:00:00Z,11%,142000000 USD
http://www.wikidata.org/entity/Q153723,Inglourious Basterds,war film,321457747,120540719,2009-08-21T00:00:00Z,7.8/10,70000000 USD
http://www.wikidata.org/entity/Q3068250,Ramrod,Western film,2000000,,1947-05-02T00:00:00Z,,1500000 USD
http://www.wikidata.org/entity/Q23759268,The Mummy,fantasy film,409231607,,,4.2/10,125000000 USD
http://www.wikidata.org/entity/Q17150929,Coherence,psychological thriller,139745,102617,2014-08-06T00:00:00Z,88%,50000 USD
http://www.wikidata.org/entity/Q18199330,Fantastic Beasts and Where to Find Them,children's film,814037575,234037575,2016-11-18T00:00:00Z,74%,180000000 USD
http://www.wikidata.org/entity/Q106440,Goldfinger,action film,124900000,51081062,1965-01-09T00:00:00Z,8.6/10,3000000 USD
http://www.wikidata.org/entity/Q194413,Pearl Harbor,war film,449200000,,2001-05-25T00:00:00Z,4.5/10,
http://www.wikidata.org/entity/Q1056797,The Scapegoat,film based on a novel,1195000,570000,1959-08-06T00:00:00Z,,943000 USD
http://www.wikidata.org/entity/Q521387,The Manchurian Candidate,war film,,7716923,1962-10-24T00:00:00Z,8.7/10,2200000 USD
http://www.wikidata.org/entity/Q101229556,Orphan: First Kill,drama film,37083743,5413227,2022-08-19T00:00:00Z,,
http://www.wikidata.org/entity/Q106871,Die Hard with a Vengeance,buddy cop film,366101666,,1995-05-19T00:00:00Z,6.1/10,90000000 USD
http://www.wikidata.org/entity/Q748205,This Is England,coming-of-age fiction,,,2007-07-25T00:00:00Z,93%,
http://www.wikidata.org/entity/Q18127471,Red Army,biographical film,,,,92%,
http://www.wikidata.org/entity/Q1146552,Point Break,buddy cop film,,,,6.2/10,24000000 USD
http://www.wikidata.org/entity/Q1199715,The Swarm,science fiction film,,,1978-07-14T00:00:00Z,3.8/10,21000000 USD
http://www.wikidata.org/entity/Q1347783,Niagara,drama film,,,,6.6/10,1600000 USD
http://www.wikidata.org/entity/Q18342910,Geostorm,science fiction film,221600000,,2017-10-20T00:00:00Z,3.6/10,
http://www.wikidata.org/entity/Q107176162,Nope,mystery film,136198141,115422175,2022-07-22T00:00:00Z,82%,68000000 USD
http://www.wikidata.org/entity/Q20649346,Gold,treasure hunt film,,,2016-12-30T00:00:00Z,42%,20000000 USD
http://www.wikidata.org/entity/Q201234,The Adventures of Robin Hood,medieval film,,3981000,1938-05-14T00:00:00Z,9/10,2033000 USD
http://www.wikidata.org/entity/Q17089779,While We're Young,drama film,,,,7.3/10,10000000 USD
http://www.wikidata.org/entity/Q496266,Charade,romantic comedy,,,,94%,4000000 USD
http://www.wikidata.org/entity/Q36951270,Loving Pablo,biographical film,,,,5/10,
http://www.wikidata.org/entity/Q207698,Kingdom of Heaven,historical film,,,2005-05-06T00:00:00Z,5.6/10,135000000 USD
http://www.wikidata.org/entity/Q16971610,Black Mass,biographical film,,,,6.7/10,53000000 USD
http://www.wikidata.org/entity/Q12100227,'71,crime film,3062178,1270847,,7.8/10,
http://www.wikidata.org/entity/Q16971610,Black Mass,biographical film,,,,73%,53000000 USD
http://www.wikidata.org/entity/Q253978,Dirty Dancing,dance film,,,1987-08-21T00:00:00Z,69%,6000000 USD
http://www.wikidata.org/entity/Q633133,The 6th Day,science fiction film,,,,5.2/10,
http://www.wikidata.org/entity/Q105598,Die Hard,action film,141603197,83844093,1988-07-15T00:00:00Z,94%,28000000 USD
http://www.wikidata.org/entity/Q3072040,Lovelace,drama film,,,,5.7/10,
http://www.wikidata.org/entity/Q105883400,The Whale,drama film,,17233000,2022-12-09T00:00:00Z,64%,3000000 USD
http://www.wikidata.org/entity/Q210364,Shutter Island,drama film,294800000,128012934,2010-02-19T00:00:00Z,6.7/10,80000000 USD
http://www.wikidata.org/entity/Q17150929,Coherence,psychological thriller,139745,102617,2014-08-06T00:00:00Z,7.3/10,50000 USD
http://www.wikidata.org/entity/Q17893055,Magic Mike XXL,drama film,117813057,66013057,2015-07-01T00:00:00Z,65%,14800000 USD
http://www.wikidata.org/entity/Q1057015,Taken 2,action film,376100000,139854287,2012-10-05T00:00:00Z,22%,45000000 USD
http://www.wikidata.org/entity/Q2530218,20 centímetros,musical film,,,,44%,
http://www.wikidata.org/entity/Q2279015,"Angus, Thongs and Perfect Snogging",teen film,14924998,,,5.9/10,
http://www.wikidata.org/entity/Q109285390,Living Out Ur Dreams,musical film,,,,,
http://www.wikidata.org/entity/Q19363674,Love and Friendship,romantic comedy,,,2016-05-13T00:00:00Z,8.2/10,3000000 USD
http://www.wikidata.org/entity/Q1059914,Death on the Nile,crime film,14568801,14560084,1978-09-29T00:00:00Z,6.6/10,7920000 USD
http://www.wikidata.org/entity/Q18157191,Zombeavers,zombie film,54985,14947,2015-03-20T00:00:00Z,5.9/10,
http://www.wikidata.org/entity/Q1632425,Can't Hardly Wait,teen film,,25605015,1998-06-12T00:00:00Z,41%,10000000 USD
http://www.wikidata.org/entity/Q142751,The Train,drama film,,6800000,1965-03-07T00:00:00Z,93%,5800000 USD
http://www.wikidata.org/entity/Q1146345,G.I. Joe: Retaliation,action film,375700000,,,4.5/10,
http://www.wikidata.org/entity/Q483780,박쥐,horror film,13085023,318574,2009-07-31T00:00:00Z,6.8/10,
http://www.wikidata.org/entity/Q605845,Narrow Margin,neo-noir,,10873237,,5.9/10,
http://www.wikidata.org/entity/Q2628694,Weekend,romance film,1577585,484592,,95%,120000 GBP
http://www.wikidata.org/entity/Q155559,He's Just Not That into You,drama film,,,,5.2/10,40000000 USD
http://www.wikidata.org/entity/Q27942936,The Greatest Showman,musical film,,,2017-12-20T00:00:00Z,57%,84000000 USD
http://www.wikidata.org/entity/Q56000996,Us,action film,255185482,175084580,2019-03-22T00:00:00Z,93%,20000000 USD
http://www.wikidata.org/entity/Q64151,Cruel Intentions,romance film,,,,55%,
http://www.wikidata.org/entity/Q214723,The Gold Rush,romantic comedy,4250001,2500000,1925-08-15T00:00:00Z,8.9/10,923000 USD
http://www.wikidata.org/entity/Q96376093,Dear Affy,romance film,,,,,
http://www.wikidata.org/entity/Q486239,Saw,horror film,,,,49%,1200000 USD
http://www.wikidata.org/entity/Q214014,21 Jump Street,action film,201585328,138447667,2012-03-16T00:00:00Z,7.2/10,55000000 USD
http://www.wikidata.org/entity/Q15972938,Gods of Egypt,fiction film,,,2016-02-26T00:00:00Z,3.7/10,140000000 USD
http://www.wikidata.org/entity/Q48674494,Adrift,romantic drama,,,,6.1/10,
http://www.wikidata.org/entity/Q858467,Big,fantasy film,151927281,115227281,1988-06-03T00:00:00Z,7.9/10,18000000 USD
http://www.wikidata.org/entity/Q3415515,Battletruck,science fiction film,,,1982-05-14T00:00:00Z,,
http://www.wikidata.org/entity/Q3604746,Avatar: The Way of Water,adventure film,2176229105,622024190,2022-12-16T00:00:00Z,76%,250000000 USD
http://www.wikidata.org/entity/Q798650,Bad Boys,crime film,,,,7/10,5000000 USD
http://www.wikidata.org/entity/Q960224,Galaxina,adventure film,,4865000,1980-06-06T00:00:00Z,17%,5500000 USD
http://www.wikidata.org/entity/Q283799,xXx,thriller film,277400000,,,5.6/10,120000000 USD
http://www.wikidata.org/entity/Q105441000,Babardeală cu bucluc sau porno balamuc,drama film,455690,72342,2021-11-19T00:00:00Z,90%,930000 EUR
http://www.wikidata.org/entity/Q536560,Lolita,comedy drama,9254631,9250000,1962-06-13T00:00:00Z,91%,2000000 USD
http://www.wikidata.org/entity/Q669628,Sky Captain and the World of Tomorrow,action film,,,,70%,70000000 USD
http://www.wikidata.org/entity/Q13823993,The Gunman,thriller film,,,,4.3/10,40000000 USD
http://www.wikidata.org/entity/Q179743,Bringing Up Baby,screwball comedy film,1259000,489000,1938-02-18T00:00:00Z,8.8/10,1100000 USD
http://www.wikidata.org/entity/Q15046091,Cinderella,family film,542351353,,2015-03-13T00:00:00Z,84%,95000000 USD
http://www.wikidata.org/entity/Q16733965,October 1,LGBT-related film,,,,,
http://www.wikidata.org/entity/Q867283,The Iron Giant,fantasy film,23335817,23315035,1999-07-31T00:00:00Z,96%,70000000 USD
http://www.wikidata.org/entity/Q221236,Star Trek: First Contact,science fiction film,146027888,92027888,1996-11-22T00:00:00Z,7.4/10,45000000 USD
http://www.wikidata.org/entity/Q581960,Lionheart,thriller film,,,,31%,6000000 USD
http://www.wikidata.org/entity/Q25188,Inception,adventure film,829895144,292587330,2010-07-16T00:00:00Z,87%,160000000 USD
http://www.wikidata.org/entity/Q2679094,Only God Forgives,neo-noir,,,,41%,4800000 USD
http://www.wikidata.org/entity/Q97103592,Archive,drama film,,,2020-07-10T00:00:00Z,7.2/10,
http://www.wikidata.org/entity/Q23759268,The Mummy,fantasy film,409231607,,,15%,125000000 USD
http://www.wikidata.org/entity/Q460379,Bad Boys,hood film,,,1995-04-07T00:00:00Z,42%,19000000 USD
http://www.wikidata.org/entity/Q460379,Bad Boys,hood film,,,1995-04-07T00:00:00Z,5.1/10,19000000 USD
http://www.wikidata.org/entity/Q18809197,Wild Orchid II: Two Shades of Blue,erotic film,,,,,
http://www.wikidata.org/entity/Q18406872,Doctor Strange,action film,677718395,,2016-07-08T00:00:00Z,89%,165000000 USD
http://www.wikidata.org/entity/Q727775,Turbulence,action film,,,,17%,55000000 USD
http://www.wikidata.org/entity/Q42051,Star Wars Episode III: Revenge of the Sith,action film,868390560,380270577,2005-05-19T00:00:00Z,7.3/10,113000000 USD
http://www.wikidata.org/entity/Q742193,Perfect,film based on literature,,,1985-06-07T00:00:00Z,3.8/10,
http://www.wikidata.org/entity/Q42051,Star Wars Episode III: Revenge of the Sith,science fiction film,850035635,380270577,2005-05-19T00:00:00Z,79%,113000000 USD
http://www.wikidata.org/entity/Q1768016,Stone Cold,crime film,,,,33%,25000000 USD
http://www.wikidata.org/entity/Q106440,Goldfinger,action film,124900000,51081062,1965-01-09T00:00:00Z,99%,3000000 USD
http://www.wikidata.org/entity/Q230488,Ghost Story,horror film,,23371905,1981-12-18T00:00:00Z,30%,13500000 USD
http://www.wikidata.org/entity/Q22665878,Thor: Ragnarok,science fiction film,853977126,315058289,2017-11-03T00:00:00Z,7.6/10,180000000 USD
http://www.wikidata.org/entity/Q110043,The Birds,drama film,11436618,11403529,1963-03-28T00:00:00Z,8.2/10,3300000 USD
http://www.wikidata.org/entity/Q110043,The Birds,drama film,11436618,11403529,1963-03-28T00:00:00Z,95%,3300000 USD
http://www.wikidata.org/entity/Q1305299,Fathers' Day,comedy film,,,,25%,
http://www.wikidata.org/entity/Q570481,What Lies Beneath,drama film,291400000,,,5.5/10,
http://www.wikidata.org/entity/Q112183099,Scream VI,comedy horror film,,,2023-03-10T00:00:00Z,76%,35000000 USD
http://www.wikidata.org/entity/Q18883455,The Accountant,mystery film,,,2016-10-14T00:00:00Z,5.7/10,44000000 USD
http://www.wikidata.org/entity/Q20026847,Hell or High Water,neo-Western,,,,96%,12000000 USD
http://www.wikidata.org/entity/Q1758675,Bombshell,comedy drama,,,1933-10-13T00:00:00Z,90%,344000 USD
http://www.wikidata.org/entity/Q107724,Thunderball,action film,141200000,63595658,1965-12-22T00:00:00Z,6.7/10,9000000 USD
http://www.wikidata.org/entity/Q1187607,Edge of Tomorrow,film based on literature,370500000,,2014-06-06T00:00:00Z,91%,
http://www.wikidata.org/entity/Q201215,My Fair Lady,drama film,,,,95%,17000000 USD
http://www.wikidata.org/entity/Q23780734,Black Panther,science fiction film,1347597973,700426566,2018-02-15T00:00:00Z,96%,200000000 USD
http://www.wikidata.org/entity/Q633133,The 6th Day,science fiction film,,,,40%,
http://www.wikidata.org/entity/Q3072040,Lovelace,drama film,,,,53%,
http://www.wikidata.org/entity/Q1137907,Sydney White,romantic comedy,13620075,11892415,2007-09-21T00:00:00Z,35%,16500000 USD
http://www.wikidata.org/entity/Q1119322,Exit Through the Gift Shop,documentary film,,,,8.1/10,
http://www.wikidata.org/entity/Q536560,Lolita,comedy drama,9254631,9250000,1962-06-13T00:00:00Z,7.8/10,2000000 USD
http://www.wikidata.org/entity/Q1256208,Rare Exports,horror film,,,,90%,1948000 EUR
http://www.wikidata.org/entity/Q1144962,Police Story 4: First Strike,kung fu film,53168576,15318863,1997-01-10T00:00:00Z,57%,
http://www.wikidata.org/entity/Q2350772,White House Down,drama film,205366737,,,52%,150000000 USD
http://www.wikidata.org/entity/Q221236,Star Trek: First Contact,science fiction film,146027888,92027888,1996-11-22T00:00:00Z,92%,45000000 USD
http://www.wikidata.org/entity/Q289204,Lost Highway,film noir,3755139,3726792,1997-02-21T00:00:00Z,6.2/10,
http://www.wikidata.org/entity/Q581960,Lionheart,thriller film,,,,4.3/10,6000000 USD
